Altium Designer Pick and Place Locations
C:\Repo\grblhal_2000_PrintNC\Project Outputs for PrintNC_GRBLHAL_Breakout\PrintNC_GRBLHAL_Breakout_UPLOAD_GERBERS_A8\Pick Place\PrintNC_GRBLHAL_Breakout_CAM_OUTPUT_A8.csv

========================================================================================================================
File Design Information:

Date:       27-07-22
Time:       18:01
Revision:   b590559f00567a23eb28d0fb4817a9df8f4250d4
Variant:    FULL_ASSEMBLY
Units used: mil

"Designator","Comment","Layer","Footprint","Center-X(mil)","Center-Y(mil)","Rotation","Description"
"R24","4.7KO ±1%","TopLayer","0402_R","590.551","3095.472","270","Chip resistor"
"R61","100KO ±1%","TopLayer","0402_R","2736.221","1673.228","270","Chip resistor"
"R59","510O ±1%","TopLayer","0402_R","2608.268","1697.835","90","Chip resistor"
"R57","100KO ±1%","TopLayer","0402_R","2667.323","1697.834","270","Chip resistor"
"R54","510O ±1%","TopLayer","0402_R","1422.244","2570.866","270","Chip resistor"
"R46","2KO ±1%","TopLayer","0402_R","206.693","597.441","90","Chip resistor"
"R42","1KO ±1%","TopLayer","0402_R","1360.236","3489.173","180","Chip resistor"
"R41","510O ±1%","TopLayer","0402_R","982.283","3405.512","0","Chip resistor"
"R39","1KO ±1%","TopLayer","0402_R","885.827","3459.646","180","Chip resistor"
"R34","510O ±1%","TopLayer","0402_R","1358.268","2570.867","90","Chip resistor"
"R26","4.7KO ±1%","TopLayer","0402_R","669.291","3459.646","180","Chip resistor"
"R23","510O ±1%","TopLayer","0402_R","871.063","3179.134","270","Chip resistor"
"R53","100KO ±1%","TopLayer","0402_R","1422.244","2478.346","270","Chip resistor"
"R15_PH_HLT","1KO ±1%","TopLayer","0402_R","2980.000","1805.000","270","Chip resistor"
"R15_PH_DR","1KO ±1%","TopLayer","0402_R","2980.000","1325.000","270","Chip resistor"
"R1_LS_Z","10KO ±1%","TopLayer","0402_R","2770.669","3075.787","0","Chip resistor"
"R1_LS_Y","10KO ±1%","TopLayer","0402_R","2566.929","3075.787","0","Chip resistor"
"R1_LS_X","10KO ±1%","TopLayer","0402_R","2357.284","3080.709","0","Chip resistor"
"Q11","AO3400A N","TopLayer","SOT-23-3L","1360.236","3607.284","270","MOS(????)"
"Q10","AO3400A N","TopLayer","SOT-23-3L","890.748","3577.756","270","MOS(????)"
"P10","Header 3X2","TopLayer","HDR2X3","1204.921","2477.165","270","Header, 3-Pin, Dual row"
"P13","Header 4","TopLayer","HDR1X4","2755.905","1296.653","270","Header, 4-Pin"
"P2","Header 3","TopLayer","HDR1X3","472.441","3617.126","180","Header, 3-Pin"
"J8","","TopLayer","SL_SMT_3_5_180G_04","124.213","3371.063","270","OMNIMATE Signal - series BL/SL 3.50"
"J5","424108314","TopLayer","FP-5555799-1-MFG","1938.386","2662.402","270","CONN MOD JACK 8P8C VERT UNSHLD"
"J4","","TopLayer","SL_3_50_180G_03","3188.976","1210.630","270","Header,Male Pin,Covered(4 Sided) 3 1 0.138"(3.50mm) 3 P=3.5mm Pluggable System Terminal Block RoHS"
"D12","0805 Green","TopLayer","0805_LED_S1","93.504","595.472","180","LED"
"D1_LS_Y","0603 Yellow","TopLayer","0603_LED_S1","2522.648","3543.307","0","LED"
"D1_LS_X","0603 Yellow","TopLayer","0603_LED_S1","2312.992","3548.228","0","LED"
"C16","10nF","TopLayer","0402_C","2549.213","1697.835","90","Chip capacitors"
"C15","10nF","TopLayer","0402_C","1358.268","2478.347","90","Chip capacitors"
"C7","100nF","TopLayer","1206_C","403.543","3105.315","0","Chip capacitors"
"C6","10uF","TopLayer","1206_C","447.834","3257.874","90","Chip capacitors"
"C14","1.0uF","TopLayer","0402_C","2450.000","2120.000","90","Chip capacitor"
"C10","10uF","TopLayer","1206_C","1402.559","1289.370","270","Chip capacitors"
"C9","10uF","TopLayer","1206_C","1355.000","840.000","0","Chip capacitors"
"C5","1uF","TopLayer","0603_C","723.425","3523.622","0","Chip capacitors"
"C4","100nF","TopLayer","0603_C","570.866","3292.323","270","Chip capacitors"
